Node label	Node label ORF	Domain (predominant)	Neighborhood score [max=1, min=0] (predominant)	Total number of enriched domains	Number of enriched attributes per domain
YGL049C	YGL049C	12	0.483	1	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
YER017C	YER017C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR345C	YDR345C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL016W	YGL016W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL130W-A	YDL130W-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL213C	YGL213C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR032W	YGR032W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL029C	YAL029C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR453C	YDR453C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL002C	YFL002C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR042C	YDR042C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR047C	YFR047C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR229W	YDR229W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR005C	YCR005C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR033W	YDR033W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL061W	YFL061W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL210W	YDL210W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL033W	YAL033W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR014C	YBR014C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL131C	YGL131C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR221C	YGR221C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL051W	YCL051W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR042W	YFR042W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR099W	YGR099W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR043C	YBR043C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR372C	YDR372C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR095C	YGR095C	10	1.000	3	0,0,0,0,0,0,6,0,35,6,0,0,0,0,0,0
YGR283C	YGR283C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL010C	YAL010C	5	0.613	2	0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0
YGR082W	YGR082W	5	0.738	3	0,2,0,9,0,0,0,2,0,0,0,0,0,0,0,0
YDR502C	YDR502C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR517W	YDR517W	3	0.422	1	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR139W	YBR139W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL208W	YGL208W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER038C	YER038C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR097C	YDR097C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR267C	YDR267C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER041W	YER041W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR014W	YHR014W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL028W	YAL028W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR151W	YBR151W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR254W	YGR254W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL054C	YEL054C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR177C	YBR177C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR434W	YDR434W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL048C	YFL048C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR035C	YBR035C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER147C	YER147C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR149W	YGR149W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR199C	YHR199C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR010C	YCR010C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL036W	YGL036W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR044C	YBR044C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL051C	YFL051C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL175C	YDL175C	10	0.439	2	0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0
YDL076C	YDL076C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL018C	YAL018C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR096W	YBR096W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR216W	YHR216W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR043C	YDR043C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR203W	YGR203W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR107W	YCR107W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER124C	YER124C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL013W-A	YFL013W-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR283C	YBR283C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL022W	YIL022W	5	0.738	2	0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0
YFR040W	YFR040W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR024C	YGR024C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL065C	YDL065C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR212W	YBR212W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR059C	YCR059C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR259C	YDR259C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR379W	YDR379W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR240C	YGR240C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL101C	YIL101C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL051W	YAL051W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL079C	YDL079C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL129W	YDL129W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL171W	YIL171W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR201W	YBR201W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL027C	YGL027C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR451C	YDR451C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL013C	YGL013C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR157W	YHR157W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR121W	YDR121W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR303C	YDR303C	15	0.653	1	0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0
YER008C	YER008C	4	0.860	3	0,2,10,0,0,0,0,2,0,0,0,0,0,0,0,0
YGL163C	YGL163C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR181W	YGR181W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL027W	YCL027W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL123W	YIL123W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR059C	YBR059C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR265W	YDR265W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR121W	YHR121W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL052C	YIL052C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR292C	YDR292C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR035C	YFR035C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL026C-A	YCL026C-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR189C	YGR189C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR008W	YCR008W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL090W	YGL090W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL185W	YDL185W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR225W	YGR225W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR022W	YIR022W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR247W	YDR247W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR322W	YDR322W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR138C	YBR138C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR142W	YGR142W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR238C	YGR238C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL022C	YHL022C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL025C	YDL025C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL087C	YGL087C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL178C	YJL178C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBL006C	YBL006C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR257W	YBR257W	8	0.375	1	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
YDL058W	YDL058W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER081W	YER081W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL104C	YIL104C	8	0.334	1	0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
YHR097C	YHR097C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR419W	YDR419W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR121C	YGR121C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR216C	YBR216C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR011W	YDR011W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR037W	YIR037W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR153C	YDR153C	2	0.312	2	1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR500C	YDR500C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL210W	YJL210W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR340W	YDR340W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR029C	YHR029C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR033W	YHR033W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR024W	YDR024W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL089W	YJL089W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR465C	YDR465C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR034C	YBR034C	9	0.624	1	0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
YER078C	YER078C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR252W	YDR252W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR307W	YDR307W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR031C	YJR031C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR041C	YJR041C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR279W	YDR279W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR184C	YGR184C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR124W	YHR124W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR516C	YDR516C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL255W	YGL255W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL217C	YDL217C	5	0.366	1	0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
YAL014C	YAL014C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR495C	YDR495C	2	0.389	1	4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR078W	YHR078W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAR042W	YAR042W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR005W	YBR005W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR058C	YBR058C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL044C	YFL044C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR026C	YFR026C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBL046W	YBL046W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL012W	YEL012W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER128W	YER128W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL143W	YJL143W	5	0.685	2	0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0
YBL045C	YBL045C	5	0.445	2	0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
YHR189W	YHR189W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR084W	YBR084W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBL075C	YBL075C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL037C	YDL037C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL053C	YEL053C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR039W	YKR039W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKR016W	YKR016W	5	0.738	2	0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0
YBR048W	YBR048W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR196C	YBR196C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR082C	YHR082C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL039W	YIL039W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL141C	YJL141C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL017C-A	YEL017C-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR004W	YIR004W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL031W	YDL031W	8	0.967	3	0,0,0,0,1,0,10,6,0,0,0,0,0,0,0,0
YBL038W	YBL038W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL033W	YGL033W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR073W-A	YCR073W-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL022W	YDL022W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL139C	YIL139C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJR052W	YJR052W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR298C	YDR298C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIR027C	YIR027C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR209C	YGR209C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL134C	YDL134C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR343C	YDR343C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR044C	YFR044C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL055W	YGL055W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL107C	YGL107C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL211C	YKL211C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR100W	YDR100W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL001C	YEL001C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER130C	YER130C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFL034C-A	YFL034C-A	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHL001W	YHL001W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL051C	YIL051C	15	0.474	1	0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
YDR365C	YDR365C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR079W	YGR079W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR041W	YBR041W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR072W	YHR072W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL029W	YGL029W	9	0.324	1	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
YJL025W	YJL025W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL042W	YCL042W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL060C	YEL060C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL068W	YGL068W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR120C	YDR120C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER158C	YER158C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL227W	YGL227W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR044C	YGR044C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL142W	YKL142W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR106W	YDR106W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR006W	YFR006W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR067C	YCR067C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR110W	YBR110W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR210W	YDR210W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER141W	YER141W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL215C	YDL215C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL152C	YGL152C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL166W	YGL166W	3	0.597	1	0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR047C	YLR047C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL020C	YGL020C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YER051W	YER051W	15	0.579	2	0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0
YGL140C	YGL140C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YIL063C	YIL063C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL063C	YJL063C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR030C	YCR030C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL001W	YDL001W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL206C	YJL206C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR191W	YLR191W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL081C	YDL081C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR382W	YDR382W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR170W	YHR170W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGL254W	YGL254W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL190C	YJL190C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR103W	YHR103W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL167C	YKL167C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEL070W	YEL070W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR397C	YDR397C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR105C	YLR105C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR297W	YDR297W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR273C	YBR273C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR216W	YDR216W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR436W	YDR436W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR109W	YLR109W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR439W	YLR439W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL002W	YKL002W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR395C	YLR395C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLR066W	YLR066W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBL082C	YBL082C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL113C	YDL113C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL066W	YDL066W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL181W	YDL181W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJL149W	YJL149W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR488C	YDR488C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAL068C	YAL068C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR368W	YDR368W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGR067C	YGR067C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR158W	YBR158W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YFR030W	YFR030W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR010C	YDR010C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR296W	YDR296W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YAR015W	YAR015W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YKL010C	YKL010C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBR220C	YBR220C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YBL039W-B	YBL039W-B	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCL055W	YCL055W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YCR019W	YCR019W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL055C	YDL055C	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHR042W	YHR042W	1	0.000	0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
