oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_MF_count	go_MF_intersect_abc
1885	YML103C	YFR002W	YDL116W	p	p	1	structural molecule activity
1886	YML103C	YFR002W	YKL068W	p	p	1	structural molecule activity
1887	YML103C	YFR002W	YMR047C	p	p	1	structural molecule activity
1888	YML103C	YFR002W	YMR129W	p	p	1	structural molecule activity
1889	YML103C	YGL092W	YDL116W	p	p	1	structural molecule activity
1890	YML103C	YGL092W	YKL068W	p	p	1	structural molecule activity
1891	YML103C	YGL092W	YKR082W	p	p	1	structural molecule activity
1892	YML103C	YGL092W	YMR047C	p	p	1	structural molecule activity
1893	YML103C	YGL092W	YMR129W	p	p	1	structural molecule activity
1894	YML103C	YGL172W	YDL116W	p	p	1	structural molecule activity
1895	YML103C	YGL172W	YFR002W	p	p	1	structural molecule activity
1896	YML103C	YGL172W	YKR082W	p	p	1	structural molecule activity
1897	YML103C	YGL172W	YMR047C	p	p	1	structural molecule activity
1898	YML103C	YGL172W	YMR129W	p	p	1	structural molecule activity
1899	YML103C	YGR119C	YDL116W	p	p	1	structural molecule activity
1900	YML103C	YGR119C	YFR002W	p	p	1	structural molecule activity
1901	YML103C	YGR119C	YKL068W	p	p	1	structural molecule activity
1902	YML103C	YGR119C	YKR082W	p	p	1	structural molecule activity
1903	YML103C	YGR119C	YMR047C	p	p	1	structural molecule activity
1904	YML103C	YGR119C	YMR129W	p	p	1	structural molecule activity
1905	YML103C	YJR042W	YDL116W	p	p	1	structural molecule activity
1906	YML103C	YJR042W	YKL068W	p	p	1	structural molecule activity
1907	YML103C	YJR042W	YKR082W	p	p	1	structural molecule activity
1908	YML103C	YJR042W	YMR047C	p	p	1	structural molecule activity
1909	YML103C	YKL068W	YDL116W	p	p	1	structural molecule activity
1910	YML103C	YKL068W	YFR002W	p	p	1	structural molecule activity
1911	YML103C	YKL068W	YKR082W	p	p	1	structural molecule activity
1912	YML103C	YKL068W	YMR047C	p	p	1	structural molecule activity
1913	YML103C	YKL068W	YMR129W	p	p	1	structural molecule activity
1914	YML103C	YKR082W	YDL116W	p	p	1	structural molecule activity
1915	YML103C	YKR082W	YKL068W	p	p	1	structural molecule activity
1916	YML103C	YKR082W	YMR047C	p	p	1	structural molecule activity
1917	YML103C	YLR018C	YMR129W	p	p	1	structural molecule activity
1918	YML114C	YDR145W	YBR198C	p	p	1	nucleic acid binding transcription factor activity
1919	YML114C	YDR145W	YCR042C	p	p	1	nucleic acid binding transcription factor activity
1920	YML114C	YDR145W	YDR167W	p	p	1	nucleic acid binding transcription factor activity
1921	YML114C	YDR145W	YER148W	p	p	1	nucleic acid binding transcription factor activity
1922	YML114C	YDR145W	YGL112C	p	p	1	nucleic acid binding transcription factor activity
1923	YML114C	YDR145W	YGR274C	p	p	1	nucleic acid binding transcription factor activity
1924	YML114C	YDR145W	YML015C	p	p	1	nucleic acid binding transcription factor activity
1925	YML114C	YDR145W	YML098W	p	p	1	nucleic acid binding transcription factor activity
1926	YML114C	YDR145W	YMR005W	p	p	1	nucleic acid binding transcription factor activity
1927	YML114C	YDR145W	YMR227C	p	p	1	nucleic acid binding transcription factor activity
1928	YML114C	YDR145W	YMR236W	p	p	1	nucleic acid binding transcription factor activity
1929	YML114C	YDR145W	YPL011C	p	p	1	nucleic acid binding transcription factor activity
1930	YML114C	YDR145W	YPL129W	p	p	1	nucleic acid binding transcription factor activity
1931	YML114C	YDR167W	YBR198C	p	p	1	nucleic acid binding transcription factor activity
1932	YML114C	YDR167W	YCR042C	p	p	1	nucleic acid binding transcription factor activity
1933	YML114C	YDR167W	YDR145W	p	p	1	nucleic acid binding transcription factor activity
1934	YML114C	YDR167W	YER148W	p	p	1	nucleic acid binding transcription factor activity
1935	YML114C	YDR167W	YGL112C	p	p	1	nucleic acid binding transcription factor activity
1936	YML114C	YDR167W	YGR274C	p	p	1	nucleic acid binding transcription factor activity
1937	YML114C	YDR167W	YML015C	p	p	1	nucleic acid binding transcription factor activity
1938	YML114C	YDR167W	YML098W	p	p	1	nucleic acid binding transcription factor activity
1939	YML114C	YDR167W	YMR005W	p	p	1	nucleic acid binding transcription factor activity
1940	YML114C	YDR167W	YMR227C	p	p	1	nucleic acid binding transcription factor activity
1941	YML114C	YDR167W	YMR236W	p	p	1	nucleic acid binding transcription factor activity
1942	YML114C	YDR167W	YPL011C	p	p	1	nucleic acid binding transcription factor activity
1943	YML114C	YDR167W	YPL129W	p	p	1	nucleic acid binding transcription factor activity
1944	YML115C	YJR075W	YPL050C	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
1945	YML127W	YBL006C	YIL126W	p	p	2	ATPase activity; hydrolase activity
1946	YML127W	YFR037C	YCR052W	p	p	2	ATPase activity; hydrolase activity
1947	YML127W	YFR037C	YDR303C	p	p	2	ATPase activity; hydrolase activity
1948	YML127W	YFR037C	YGR056W	p	p	2	ATPase activity; hydrolase activity
1949	YML127W	YFR037C	YGR275W	p	p	2	ATPase activity; hydrolase activity
1950	YML127W	YFR037C	YIL126W	p	p	2	ATPase activity; hydrolase activity
1951	YML127W	YFR037C	YKR008W	p	p	2	ATPase activity; hydrolase activity
1952	YML127W	YFR037C	YLR033W	p	p	2	ATPase activity; hydrolase activity
1953	YML127W	YFR037C	YLR357W	p	p	2	ATPase activity; hydrolase activity
1954	YML127W	YFR037C	YMR091C	p	p	2	ATPase activity; hydrolase activity
1955	YMR001C	YJR057W	YPL153C	kd	ku	2	kinase activity; transferase activity
1956	YMR001C	YJR057W	YPL153C	ku	ku	2	kinase activity; transferase activity
1957	YMR001C	YJR057W	YPL153C	p	ku	2	kinase activity; transferase activity
1958	YMR005W	YDR145W	YBR198C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1959	YMR005W	YDR145W	YCR042C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1960	YMR005W	YDR145W	YDR167W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1961	YMR005W	YDR145W	YER148W	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; transcription factor binding
1962	YMR005W	YDR145W	YGL112C	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; transcription factor binding
1963	YMR005W	YDR145W	YGR274C	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; transcription factor binding
1964	YMR005W	YDR145W	YML015C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1965	YMR005W	YDR145W	YML098W	p	p	1	nucleic acid binding transcription factor activity
1966	YMR005W	YDR145W	YML114C	p	p	1	nucleic acid binding transcription factor activity
1967	YMR005W	YDR145W	YMR227C	p	p	1	nucleic acid binding transcription factor activity
1968	YMR005W	YDR145W	YMR236W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1969	YMR005W	YDR145W	YPL011C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1970	YMR005W	YDR145W	YPL129W	p	p	1	nucleic acid binding transcription factor activity
1971	YMR005W	YDR145W	YPL248C	p	p	2	nucleic acid binding transcription factor activity; transcription factor binding
1972	YMR005W	YDR167W	YBR198C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1973	YMR005W	YDR167W	YCR042C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1974	YMR005W	YDR167W	YDR145W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1975	YMR005W	YDR167W	YER148W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1976	YMR005W	YDR167W	YGL112C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1977	YMR005W	YDR167W	YGR274C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1978	YMR005W	YDR167W	YML015C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1979	YMR005W	YDR167W	YML098W	p	p	1	nucleic acid binding transcription factor activity
1980	YMR005W	YDR167W	YML114C	p	p	1	nucleic acid binding transcription factor activity
1981	YMR005W	YDR167W	YMR227C	p	p	1	nucleic acid binding transcription factor activity
1982	YMR005W	YDR167W	YMR236W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1983	YMR005W	YDR167W	YNL216W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1984	YMR005W	YDR167W	YPL011C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1985	YMR005W	YDR167W	YPL129W	p	p	1	nucleic acid binding transcription factor activity
1986	YMR005W	YDR167W	YPL248C	p	p	1	nucleic acid binding transcription factor activity
1987	YMR005W	YDR308C	YPL248C	p	p	1	transcription factor binding
1988	YMR005W	YER159C	YER148W	p	p	1	chromatin binding
1989	YMR005W	YGR274C	YBR198C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1990	YMR005W	YGR274C	YCR042C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1991	YMR005W	YGR274C	YDR145W	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; transcription factor binding
1992	YMR005W	YGR274C	YDR167W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1993	YMR005W	YGR274C	YER148W	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; transcription factor binding
1994	YMR005W	YGR274C	YGL112C	p	p	3	chromatin binding; nucleic acid binding transcription factor activity; transcription factor binding
1995	YMR005W	YGR274C	YML015C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
1996	YMR005W	YGR274C	YML098W	p	p	1	nucleic acid binding transcription factor activity
1997	YMR005W	YGR274C	YML114C	p	p	1	nucleic acid binding transcription factor activity
1998	YMR005W	YGR274C	YMR227C	p	p	1	nucleic acid binding transcription factor activity
1999	YMR005W	YGR274C	YMR236W	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
2000	YMR005W	YGR274C	YPL011C	p	p	2	chromatin binding; nucleic acid binding transcription factor activity
2001	YMR005W	YGR274C	YPL129W	p	p	1	nucleic acid binding transcription factor activity
2002	YMR015C	YLR056W	YGR060W	p	p	1	oxidoreductase activity
2003	YMR015C	YLR056W	YHR007C	p	p	1	oxidoreductase activity
2004	YMR015C	YLR056W	YLR100W	p	p	1	oxidoreductase activity
2005	YMR016C	YDR043C	YHR206W	tu	tu	2	DNA binding; nucleic acid binding transcription factor activity
2006	YMR016C	YKL043W	YER111C	tu	tu	2	DNA binding; nucleic acid binding transcription factor activity
2007	YMR016C	YKL043W	YJR127C	td	td	2	DNA binding; nucleic acid binding transcription factor activity
2008	YMR016C	YKL043W	YKL062W	td	td	2	DNA binding; nucleic acid binding transcription factor activity
2009	YMR033W	YBL006C	YIL126W	p	p	2	ATPase activity; hydrolase activity
2010	YMR033W	YDR303C	YCR052W	p	p	2	ATPase activity; hydrolase activity
2011	YMR033W	YDR303C	YFR037C	p	p	2	ATPase activity; hydrolase activity
2012	YMR033W	YDR303C	YGR056W	p	p	2	ATPase activity; hydrolase activity
2013	YMR033W	YDR303C	YGR275W	p	p	2	ATPase activity; hydrolase activity
2014	YMR033W	YDR303C	YIL126W	p	p	2	ATPase activity; hydrolase activity
2015	YMR033W	YDR303C	YKR008W	p	p	2	ATPase activity; hydrolase activity
2016	YMR033W	YDR303C	YLR033W	p	p	2	ATPase activity; hydrolase activity
2017	YMR033W	YDR303C	YLR357W	p	p	2	ATPase activity; hydrolase activity
2018	YMR033W	YDR303C	YMR091C	p	p	2	ATPase activity; hydrolase activity
2019	YMR033W	YDR303C	YPL082C	p	p	2	ATPase activity; hydrolase activity
2020	YMR033W	YDR303C	YPR034W	p	p	2	ATPase activity; hydrolase activity
2021	YMR033W	YGR275W	YCR052W	p	p	2	ATPase activity; hydrolase activity
2022	YMR033W	YGR275W	YDR303C	p	p	2	ATPase activity; hydrolase activity
2023	YMR033W	YGR275W	YFR037C	p	p	2	ATPase activity; hydrolase activity
2024	YMR033W	YGR275W	YGR056W	p	p	2	ATPase activity; hydrolase activity
2025	YMR033W	YGR275W	YHL025W	p	p	2	ATPase activity; hydrolase activity
2026	YMR033W	YGR275W	YIL126W	p	p	2	ATPase activity; hydrolase activity
2027	YMR033W	YGR275W	YJL176C	p	p	2	ATPase activity; hydrolase activity
2028	YMR033W	YGR275W	YKR008W	p	p	2	ATPase activity; hydrolase activity
2029	YMR033W	YGR275W	YLR033W	p	p	2	ATPase activity; hydrolase activity
2030	YMR033W	YGR275W	YLR357W	p	p	2	ATPase activity; hydrolase activity
2031	YMR033W	YGR275W	YMR091C	p	p	2	ATPase activity; hydrolase activity
2032	YMR033W	YGR275W	YOR290C	p	p	2	ATPase activity; hydrolase activity
2033	YMR033W	YGR275W	YPL129W	p	p	2	ATPase activity; hydrolase activity
2034	YMR033W	YGR275W	YPR034W	p	p	2	ATPase activity; hydrolase activity
2035	YMR033W	YHL025W	YBR289W	p	p	2	ATPase activity; hydrolase activity
2036	YMR033W	YHL025W	YGR275W	p	p	2	ATPase activity; hydrolase activity
2037	YMR033W	YHL025W	YJL176C	p	p	2	ATPase activity; hydrolase activity
2038	YMR033W	YHL025W	YOR290C	p	p	2	ATPase activity; hydrolase activity
2039	YMR033W	YHL025W	YPL129W	p	p	2	ATPase activity; hydrolase activity
2040	YMR033W	YHL025W	YPR034W	p	p	2	ATPase activity; hydrolase activity
2041	YMR043W	YCL055W	YHR084W	p	tu	1	nucleic acid binding transcription factor activity
2042	YMR044W	YER164W	YBR010W	p	p	1	DNA binding
2043	YMR044W	YER164W	YBR245C	p	p	3	ATPase activity; DNA binding; hydrolase activity
2044	YMR047C	YDR192C	YDL116W	p	p	1	structural molecule activity
2045	YMR047C	YDR192C	YGL092W	p	p	1	structural molecule activity
2046	YMR047C	YDR192C	YGR119C	p	p	1	structural molecule activity
2047	YMR047C	YDR192C	YJR042W	p	p	1	structural molecule activity
2048	YMR047C	YDR192C	YKL057C	p	p	1	structural molecule activity
2049	YMR047C	YDR192C	YKL068W	p	p	1	structural molecule activity
2050	YMR047C	YDR192C	YKR082W	p	p	1	structural molecule activity
2051	YMR047C	YJL039C	YDL116W	p	p	1	structural molecule activity
2052	YMR047C	YJL039C	YFR002W	p	p	1	structural molecule activity
2053	YMR047C	YJL039C	YGR119C	p	p	1	structural molecule activity
2054	YMR047C	YJL039C	YJL041W	p	p	1	structural molecule activity
2055	YMR047C	YJL039C	YJL061W	p	p	1	structural molecule activity
2056	YMR047C	YJL039C	YMR129W	p	p	1	structural molecule activity
2057	YMR047C	YKL068W	YBL079W	p	p	1	structural molecule activity
2058	YMR047C	YKL068W	YDL116W	p	p	1	structural molecule activity
2059	YMR047C	YKL068W	YDR192C	p	p	1	structural molecule activity
2060	YMR047C	YKL068W	YFR002W	p	p	1	structural molecule activity
2061	YMR047C	YKL068W	YGL092W	p	p	1	structural molecule activity
2062	YMR047C	YKL068W	YGR119C	p	p	1	structural molecule activity
2063	YMR047C	YKL068W	YJL061W	p	p	1	structural molecule activity
2064	YMR047C	YKL068W	YJR042W	p	p	1	structural molecule activity
2065	YMR047C	YKL068W	YKL057C	p	p	1	structural molecule activity
2066	YMR047C	YKL068W	YKR082W	p	p	1	structural molecule activity
2067	YMR047C	YKL068W	YML103C	p	p	1	structural molecule activity
2068	YMR047C	YKL068W	YMR129W	p	p	1	structural molecule activity
2069	YMR047C	YKR082W	YDL116W	p	p	1	structural molecule activity
2070	YMR047C	YKR082W	YDR192C	p	p	1	structural molecule activity
2071	YMR047C	YKR082W	YGL092W	p	p	1	structural molecule activity
2072	YMR047C	YKR082W	YGL100W	p	p	1	structural molecule activity
2073	YMR047C	YKR082W	YGL172W	p	p	1	structural molecule activity
2074	YMR047C	YKR082W	YGR119C	p	p	1	structural molecule activity
2075	YMR047C	YKR082W	YJL041W	p	p	1	structural molecule activity
2076	YMR047C	YKR082W	YJL061W	p	p	1	structural molecule activity
2077	YMR047C	YKR082W	YJR042W	p	p	1	structural molecule activity
2078	YMR047C	YKR082W	YKL057C	p	p	1	structural molecule activity
2079	YMR047C	YKR082W	YKL068W	p	p	1	structural molecule activity
2080	YMR047C	YKR082W	YML103C	p	p	1	structural molecule activity
2081	YMR047C	YLR018C	YMR129W	p	p	1	structural molecule activity
2082	YMR047C	YML103C	YAR002W	p	p	1	structural molecule activity
2083	YMR047C	YML103C	YDL116W	p	p	1	structural molecule activity
2084	YMR047C	YML103C	YFR002W	p	p	1	structural molecule activity
2085	YMR047C	YML103C	YKL068W	p	p	1	structural molecule activity
2086	YMR047C	YML103C	YKR082W	p	p	1	structural molecule activity
2087	YMR047C	YML103C	YMR129W	p	p	1	structural molecule activity
2088	YMR047C	YML103C	YOR098C	p	p	1	structural molecule activity
2089	YMR049C	YHR088W	YGR103W	p	p	1	RNA binding
2090	YMR049C	YHR088W	YHR066W	p	p	2	RNA binding; rRNA binding
2091	YMR049C	YHR088W	YOL077C	p	p	2	RNA binding; rRNA binding
2092	YMR059W	YLR105C	YAR008W	p	p	2	hydrolase activity; nuclease activity
2093	YMR059W	YLR105C	YPL083C	p	p	2	hydrolase activity; nuclease activity
2094	YMR061W	YDR228C	YAL043C	p	p	1	RNA binding
2095	YMR061W	YDR228C	YDR301W	p	p	1	RNA binding
2096	YMR061W	YDR228C	YER165W	p	p	1	RNA binding
2097	YMR061W	YDR228C	YGL044C	p	p	1	RNA binding
2098	YMR061W	YDR228C	YOR250C	p	p	1	RNA binding
2099	YMR061W	YGL044C	YDR228C	p	p	1	RNA binding
2100	YMR061W	YGL044C	YDR301W	p	p	1	RNA binding
2101	YMR061W	YGL044C	YER165W	p	p	1	RNA binding
2102	YMR061W	YGL044C	YML010W	p	p	1	RNA binding
2103	YMR061W	YGL044C	YOL123W	p	p	1	RNA binding
2104	YMR061W	YGL044C	YOR250C	p	p	1	RNA binding
2105	YMR061W	YGR156W	YAL043C	p	p	1	RNA binding
2106	YMR061W	YGR156W	YDR195W	p	p	1	RNA binding
2107	YMR061W	YGR156W	YDR301W	p	p	1	RNA binding
2108	YMR061W	YGR156W	YJR093C	p	p	1	RNA binding
2109	YMR061W	YGR156W	YNL317W	p	p	1	RNA binding
2110	YMR061W	YJR093C	YAL043C	p	p	1	RNA binding
2111	YMR061W	YJR093C	YDR195W	p	p	1	RNA binding
2112	YMR061W	YJR093C	YDR301W	p	p	1	RNA binding
2113	YMR061W	YJR093C	YGR156W	p	p	1	RNA binding
2114	YMR061W	YJR093C	YNL317W	p	p	1	RNA binding
2115	YMR080C	YJR022W	YNL118C	p	p	1	RNA binding
2116	YMR093W	YGR128C	YHR196W	p	p	1	RNA binding
2117	YMR093W	YGR128C	YJL109C	p	p	1	RNA binding
2118	YMR093W	YGR128C	YOR078W	p	p	1	RNA binding
2119	YMR093W	YGR128C	YOR310C	p	p	1	RNA binding
2120	YMR093W	YGR128C	YPL126W	p	p	1	RNA binding
2121	YMR093W	YHR196W	YGR128C	p	p	1	RNA binding
2122	YMR093W	YHR196W	YJL109C	p	p	1	RNA binding
2123	YMR093W	YHR196W	YOR310C	p	p	1	RNA binding
2124	YMR093W	YHR196W	YPL126W	p	p	1	RNA binding
2125	YMR094W	YDR099W	YDR328C	p	p	1	DNA binding
2126	YMR109W	YDL029W	YKL129C	p	p	1	hydrolase activity
2127	YMR109W	YKL129C	YDL029W	p	p	1	hydrolase activity
2128	YMR109W	YKL129C	YER047C	p	p	1	hydrolase activity
2129	YMR109W	YKL129C	YIL156W	p	p	1	hydrolase activity
2130	YMR112C	YHR041C	YBR193C	p	p	1	transcription factor activity, protein binding
2131	YMR112C	YHR041C	YER022W	p	p	1	transcription factor activity, protein binding
2132	YMR112C	YHR041C	YGR104C	p	p	1	transcription factor activity, protein binding
2133	YMR112C	YHR041C	YNR010W	p	p	1	transcription factor activity, protein binding
2134	YMR117C	YER018C	YIL144W	p	p	1	structural molecule activity
2135	YMR117C	YER018C	YOL069W	p	p	1	structural molecule activity
2136	YMR117C	YGL093W	YOL069W	p	p	1	structural molecule activity
2137	YMR117C	YIL144W	YER018C	p	p	1	structural molecule activity
2138	YMR117C	YIL144W	YOL069W	p	p	1	structural molecule activity
2139	YMR117C	YLR212C	YDR356W	p	p	1	structural molecule activity
2140	YMR125W	YHR086W	YDR240C	p	p	2	RNA binding; mRNA binding
2141	YMR125W	YHR086W	YDR432W	p	p	2	RNA binding; mRNA binding
2142	YMR125W	YKL074C	YDR240C	p	p	2	RNA binding; mRNA binding
2143	YMR125W	YKL074C	YDR432W	p	p	2	RNA binding; mRNA binding
2144	YMR129W	YFR002W	YGL172W	p	p	1	structural molecule activity
2145	YMR129W	YFR002W	YGR119C	p	p	1	structural molecule activity
2146	YMR129W	YFR002W	YJL039C	p	p	1	structural molecule activity
2147	YMR129W	YFR002W	YKL068W	p	p	1	structural molecule activity
2148	YMR129W	YFR002W	YML031W	p	p	1	structural molecule activity
2149	YMR129W	YFR002W	YML103C	p	p	1	structural molecule activity
2150	YMR129W	YFR002W	YMR047C	p	p	1	structural molecule activity
2151	YMR129W	YGL092W	YBL079W	p	p	1	structural molecule activity
2152	YMR129W	YGL092W	YER105C	p	p	1	structural molecule activity
2153	YMR129W	YGL092W	YGL172W	p	p	1	structural molecule activity
2154	YMR129W	YGL092W	YGR119C	p	p	1	structural molecule activity
2155	YMR129W	YGL092W	YKL068W	p	p	1	structural molecule activity
2156	YMR129W	YGL092W	YMR047C	p	p	1	structural molecule activity
2157	YMR129W	YGL172W	YFR002W	p	p	1	structural molecule activity
2158	YMR129W	YGL172W	YGL092W	p	p	1	structural molecule activity
2159	YMR129W	YGL172W	YGR119C	p	p	1	structural molecule activity
2160	YMR129W	YGL172W	YMR047C	p	p	1	structural molecule activity
2161	YMR129W	YJL041W	YFR002W	p	p	1	structural molecule activity
2162	YMR129W	YJL041W	YGL172W	p	p	1	structural molecule activity
2163	YMR129W	YJL041W	YGR119C	p	p	1	structural molecule activity
2164	YMR129W	YJL041W	YJL039C	p	p	1	structural molecule activity
2165	YMR129W	YJL041W	YJL061W	p	p	1	structural molecule activity
2166	YMR129W	YJL041W	YMR047C	p	p	1	structural molecule activity
2167	YMR129W	YKR082W	YER105C	p	p	1	structural molecule activity
2168	YMR129W	YKR082W	YGL092W	p	p	1	structural molecule activity
2169	YMR129W	YKR082W	YGL172W	p	p	1	structural molecule activity
2170	YMR129W	YKR082W	YGR119C	p	p	1	structural molecule activity
2171	YMR129W	YKR082W	YJL061W	p	p	1	structural molecule activity
2172	YMR129W	YKR082W	YKL068W	p	p	1	structural molecule activity
2173	YMR129W	YKR082W	YML103C	p	p	1	structural molecule activity
2174	YMR129W	YKR082W	YMR047C	p	p	1	structural molecule activity
2175	YMR149W	YDL232W	YGL022W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
2176	YMR149W	YDL232W	YJL002C	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
2177	YMR149W	YDL232W	YOR085W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
2178	YMR149W	YJL002C	YBL105C	ku	p	1	transferase activity
2179	YMR149W	YJL002C	YBL105C	p	p	1	transferase activity
2180	YMR149W	YJL002C	YDL232W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
2181	YMR149W	YJL002C	YGL022W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
2182	YMR149W	YJL002C	YOR085W	p	p	2	transferase activity; transferase activity, transferring glycosyl groups
2183	YMR149W	YJL095W	YBL105C	ku	kd	1	transferase activity
2184	YMR149W	YJL095W	YBL105C	ku	ku	1	transferase activity
2185	YMR149W	YJL095W	YBL105C	ku	p	1	transferase activity
2186	YMR149W	YJL095W	YBL105C	p	kd	1	transferase activity
2187	YMR149W	YJL095W	YBL105C	p	ku	1	transferase activity
2188	YMR149W	YJL095W	YBL105C	p	p	1	transferase activity
2189	YMR165C	YMR016C	YKL062W	tu	td	1	DNA binding
2190	YMR186W	YDR168W	YJR032W	p	p	1	unfolded protein binding
2191	YMR186W	YDR168W	YPL240C	p	p	1	unfolded protein binding
2192	YMR186W	YJR032W	YAL005C	p	p	1	unfolded protein binding
2193	YMR186W	YJR032W	YDR168W	p	p	1	unfolded protein binding
2194	YMR186W	YJR032W	YPL240C	p	p	1	unfolded protein binding
2195	YMR190C	YGL175C	YMR224C	p	p	1	hydrolase activity
2196	YMR190C	YJR043C	YJL092W	p	p	1	hydrolase activity
2197	YMR197C	YAL014C	YOR036W	p	p	1	other
2198	YMR197C	YDR189W	YLR026C	p	p	1	other
2199	YMR197C	YDR468C	YLR026C	p	p	1	other
2200	YMR197C	YDR468C	YOL018C	p	p	1	other
2201	YMR197C	YDR468C	YOR036W	p	p	1	other
2202	YMR197C	YDR468C	YOR327C	p	p	1	other
2203	YMR197C	YDR484W	YDR468C	p	p	1	other
2204	YMR197C	YHL031C	YLR026C	p	p	1	other
2205	YMR197C	YIL004C	YLR026C	p	p	1	other
2206	YMR197C	YKR020W	YDR468C	p	p	1	other
2207	YMR197C	YLR026C	YDR468C	p	p	1	other
2208	YMR197C	YLR026C	YOR327C	p	p	1	other
2209	YMR197C	YLR078C	YLR026C	p	p	1	other
2210	YMR197C	YLR268W	YLR026C	p	p	1	other
2211	YMR199W	YAL040C	YJL157C	p	p	1	enzyme regulator activity
2212	YMR201C	YJR144W	YOL090W	p	p	1	DNA binding
2213	YMR213W	YAL032C	YDR416W	p	p	1	other
2214	YMR213W	YBR188C	YDR416W	p	p	1	other
2215	YMR213W	YBR188C	YJR050W	p	p	1	other
2216	YMR213W	YBR188C	YPR101W	p	p	1	other
2217	YMR218C	YGR166W	YDR407C	p	p	1	guanyl-nucleotide exchange factor activity
2218	YMR218C	YGR166W	YDR472W	p	p	1	guanyl-nucleotide exchange factor activity
2219	YMR218C	YGR166W	YKR068C	p	p	1	guanyl-nucleotide exchange factor activity
2220	YMR218C	YGR166W	YML077W	p	p	1	guanyl-nucleotide exchange factor activity
2221	YMR224C	YBR275C	YNL216W	tu	p	1	DNA binding
2222	YMR224C	YEL009C	YNL216W	tu	p	1	DNA binding
2223	YMR224C	YJR043C	YJL092W	p	p	1	hydrolase activity
2224	YMR227C	YDR167W	YBR198C	p	p	1	nucleic acid binding transcription factor activity
2225	YMR227C	YDR167W	YCR042C	p	p	1	nucleic acid binding transcription factor activity
2226	YMR227C	YDR167W	YDR145W	p	p	1	nucleic acid binding transcription factor activity
2227	YMR227C	YDR167W	YER148W	p	p	1	nucleic acid binding transcription factor activity
2228	YMR227C	YDR167W	YGL112C	p	p	1	nucleic acid binding transcription factor activity
2229	YMR227C	YDR167W	YGR274C	p	p	1	nucleic acid binding transcription factor activity
2230	YMR227C	YDR167W	YML015C	p	p	1	nucleic acid binding transcription factor activity
2231	YMR227C	YDR167W	YML098W	p	p	1	nucleic acid binding transcription factor activity
2232	YMR227C	YDR167W	YML114C	p	p	1	nucleic acid binding transcription factor activity
2233	YMR227C	YDR167W	YMR005W	p	p	1	nucleic acid binding transcription factor activity
2234	YMR227C	YDR167W	YMR236W	p	p	1	nucleic acid binding transcription factor activity
2235	YMR227C	YDR167W	YPL011C	p	p	1	nucleic acid binding transcription factor activity
2236	YMR227C	YDR167W	YPL129W	p	p	1	nucleic acid binding transcription factor activity
2237	YMR227C	YGR274C	YBR198C	p	p	1	nucleic acid binding transcription factor activity
2238	YMR227C	YGR274C	YCR042C	p	p	1	nucleic acid binding transcription factor activity
2239	YMR227C	YGR274C	YDR145W	p	p	1	nucleic acid binding transcription factor activity
2240	YMR227C	YGR274C	YDR167W	p	p	1	nucleic acid binding transcription factor activity
2241	YMR227C	YGR274C	YER148W	p	p	1	nucleic acid binding transcription factor activity
2242	YMR227C	YGR274C	YGL112C	p	p	1	nucleic acid binding transcription factor activity
2243	YMR227C	YGR274C	YML015C	p	p	1	nucleic acid binding transcription factor activity
2244	YMR227C	YGR274C	YML098W	p	p	1	nucleic acid binding transcription factor activity
2245	YMR227C	YGR274C	YML114C	p	p	1	nucleic acid binding transcription factor activity
