oln_id_a	oln_id_b	oln_id_c	type_ac	type_bc	go_MF_count	go_MF_intersect_abc
1174	YKL059C	YGL044C	YDR301W	p	p	1	RNA binding
1175	YKL059C	YJR093C	YAL043C	p	p	1	RNA binding
1176	YKL059C	YJR093C	YDR195W	p	p	1	RNA binding
1177	YKL059C	YJR093C	YDR301W	p	p	1	RNA binding
1178	YKL059C	YJR093C	YGR156W	p	p	1	RNA binding
1179	YKL059C	YJR093C	YLR115W	p	p	1	RNA binding
1180	YKL059C	YJR093C	YLR277C	p	p	1	RNA binding
1181	YKL059C	YJR093C	YNL317W	p	p	1	RNA binding
1182	YKL059C	YJR093C	YPR107C	p	p	1	RNA binding
1183	YKL068W	YAR002W	YML103C	p	p	1	structural molecule activity
1184	YKL068W	YAR002W	YMR047C	p	p	1	structural molecule activity
1185	YKL068W	YGR119C	YDL116W	p	p	1	structural molecule activity
1186	YKL068W	YGR119C	YDR192C	p	p	1	structural molecule activity
1187	YKL068W	YGR119C	YFR002W	p	p	1	structural molecule activity
1188	YKL068W	YGR119C	YGL092W	p	p	1	structural molecule activity
1189	YKL068W	YGR119C	YJR042W	p	p	1	structural molecule activity
1190	YKL068W	YGR119C	YKL057C	p	p	1	structural molecule activity
1191	YKL068W	YGR119C	YKR082W	p	p	1	structural molecule activity
1192	YKL068W	YGR119C	YMR047C	p	p	1	structural molecule activity
1193	YKL068W	YGR119C	YMR129W	p	p	1	structural molecule activity
1194	YKL068W	YJL039C	YDL116W	p	p	1	structural molecule activity
1195	YKL068W	YJL039C	YFR002W	p	p	1	structural molecule activity
1196	YKL068W	YJL039C	YGR119C	p	p	1	structural molecule activity
1197	YKL068W	YJL039C	YJL061W	p	p	1	structural molecule activity
1198	YKL068W	YJL039C	YMR047C	p	p	1	structural molecule activity
1199	YKL068W	YJL039C	YMR129W	p	p	1	structural molecule activity
1200	YKL073W	YHR079C	YJL034W	p	kd	1	unfolded protein binding
1201	YKL073W	YHR079C	YJL034W	p	p	1	unfolded protein binding
1202	YKL074C	YBR119W	YDR432W	p	p	1	RNA binding
1203	YKL074C	YBR119W	YHR086W	p	p	1	RNA binding
1204	YKL074C	YBR119W	YLR116W	p	p	1	RNA binding
1205	YKL074C	YDL087C	YHR086W	p	p	2	RNA binding; mRNA binding
1206	YKL074C	YDR240C	YHR086W	p	p	2	RNA binding; mRNA binding
1207	YKL074C	YDR381W	YDR432W	p	p	1	RNA binding
1208	YKL074C	YHR086W	YBR119W	p	p	1	RNA binding
1209	YKL074C	YHR086W	YDR240C	p	p	2	RNA binding; mRNA binding
1210	YKL074C	YHR086W	YDR432W	p	p	2	RNA binding; mRNA binding
1211	YKL074C	YHR086W	YML046W	p	p	1	RNA binding
1212	YKL074C	YJL203W	YDL043C	p	p	1	RNA binding
1213	YKL079W	YFL005W	YOR326W	p	p	1	hydrolase activity
1214	YKL095W	YDR364C	YMR213W	p	p	1	other
1215	YKL095W	YDR416W	YMR213W	p	p	1	other
1216	YKL095W	YDR416W	YPR101W	p	p	1	other
1217	YKL095W	YJR050W	YDR416W	p	p	1	other
1218	YKL095W	YJR050W	YMR213W	p	p	1	other
1219	YKL101W	YBL084C	YBR160W	kd	ku	1	transferase activity
1220	YKL101W	YBL084C	YHR166C	kd	p	1	transferase activity
1221	YKL101W	YBL084C	YMR001C	kd	ku	1	transferase activity
1222	YKL101W	YBR160W	YDR507C	kd	kd	2	kinase activity; transferase activity
1223	YKL101W	YBR160W	YDR507C	kd	ku	2	kinase activity; transferase activity
1224	YKL101W	YBR160W	YDR507C	kd	p	2	kinase activity; transferase activity
1225	YKL101W	YBR160W	YDR507C	ku	kd	2	kinase activity; transferase activity
1226	YKL101W	YBR160W	YDR507C	ku	ku	2	kinase activity; transferase activity
1227	YKL101W	YBR160W	YDR507C	ku	p	2	kinase activity; transferase activity
1228	YKL101W	YBR160W	YDR507C	p	kd	2	kinase activity; transferase activity
1229	YKL101W	YBR160W	YDR507C	p	ku	2	kinase activity; transferase activity
1230	YKL101W	YBR160W	YDR507C	p	p	2	kinase activity; transferase activity
1231	YKL101W	YBR160W	YHR030C	ku	kd	2	kinase activity; transferase activity
1232	YKL101W	YBR160W	YHR030C	ku	p	2	kinase activity; transferase activity
1233	YKL101W	YBR160W	YHR166C	kd	kd	1	transferase activity
1234	YKL101W	YBR160W	YJL187C	kd	kd	2	kinase activity; transferase activity
1235	YKL101W	YBR160W	YJL187C	kd	ku	2	kinase activity; transferase activity
1236	YKL101W	YBR160W	YJL187C	kd	p	2	kinase activity; transferase activity
1237	YKL101W	YBR160W	YKL048C	kd	kd	2	kinase activity; transferase activity
1238	YKL101W	YBR160W	YKL048C	kd	ku	2	kinase activity; transferase activity
1239	YKL101W	YBR160W	YKL048C	kd	p	2	kinase activity; transferase activity
1240	YKL101W	YBR160W	YKL048C	ku	kd	2	kinase activity; transferase activity
1241	YKL101W	YBR160W	YKL048C	ku	ku	2	kinase activity; transferase activity
1242	YKL101W	YBR160W	YKL048C	ku	p	2	kinase activity; transferase activity
1243	YKL101W	YBR160W	YMR001C	kd	kd	2	kinase activity; transferase activity
1244	YKL101W	YBR160W	YMR001C	kd	ku	2	kinase activity; transferase activity
1245	YKL101W	YBR160W	YMR001C	kd	p	2	kinase activity; transferase activity
1246	YKL101W	YBR160W	YNL298W	kd	kd	2	kinase activity; transferase activity
1247	YKL101W	YBR160W	YNL298W	kd	ku	2	kinase activity; transferase activity
1248	YKL101W	YBR160W	YNL298W	kd	p	2	kinase activity; transferase activity
1249	YKL101W	YBR160W	YNL298W	ku	kd	2	kinase activity; transferase activity
1250	YKL101W	YBR160W	YNL298W	ku	ku	2	kinase activity; transferase activity
1251	YKL101W	YBR160W	YNL298W	ku	p	2	kinase activity; transferase activity
1252	YKL101W	YBR160W	YPL203W	p	ku	2	kinase activity; transferase activity
1253	YKL101W	YDL008W	YHR166C	kd	p	1	transferase activity
1254	YKL101W	YDL017W	YBR160W	kd	ku	2	kinase activity; transferase activity
1255	YKL101W	YDL017W	YMR001C	kd	kd	2	kinase activity; transferase activity
1256	YKL101W	YDL017W	YMR001C	kd	p	2	kinase activity; transferase activity
1257	YKL104C	YJL095W	YHR030C	ku	kd	1	transferase activity
1258	YKL104C	YJL095W	YHR030C	ku	ku	1	transferase activity
1259	YKL104C	YJL095W	YHR030C	ku	p	1	transferase activity
1260	YKL139W	YDR156W	YOR341W	kd	p	1	transferase activity
1261	YKL139W	YJL128C	YDR477W	kd	ku	2	kinase activity; transferase activity
1262	YKL139W	YJL128C	YDR477W	ku	ku	2	kinase activity; transferase activity
1263	YKL139W	YJL128C	YDR477W	p	ku	2	kinase activity; transferase activity
1264	YKL145W	YDL007W	YDR394W	p	p	2	ATPase activity; hydrolase activity
1265	YKL145W	YDL007W	YFR004W	p	p	1	hydrolase activity
1266	YKL145W	YDL007W	YFR010W	p	p	1	hydrolase activity
1267	YKL145W	YDL007W	YGL048C	p	p	2	ATPase activity; hydrolase activity
1268	YKL145W	YDL007W	YHR027C	p	p	1	hydrolase activity
1269	YKL145W	YDL007W	YIL075C	p	p	1	hydrolase activity
1270	YKL145W	YDL007W	YOR117W	p	p	2	ATPase activity; hydrolase activity
1271	YKL145W	YDL126C	YEL037C	p	p	1	hydrolase activity
1272	YKL145W	YDR394W	YDL007W	p	p	2	ATPase activity; hydrolase activity
1273	YKL145W	YDR394W	YEL037C	p	p	1	hydrolase activity
1274	YKL145W	YDR394W	YFR004W	p	p	1	hydrolase activity
1275	YKL145W	YDR394W	YGL048C	p	p	2	ATPase activity; hydrolase activity
1276	YKL145W	YDR394W	YHR027C	p	p	1	hydrolase activity
1277	YKL145W	YDR394W	YOR117W	p	p	2	ATPase activity; hydrolase activity
1278	YKL145W	YDR394W	YOR259C	p	p	2	ATPase activity; hydrolase activity
1279	YKL145W	YFR004W	YDL007W	p	p	1	hydrolase activity
1280	YKL145W	YFR004W	YDR394W	p	p	1	hydrolase activity
1281	YKL145W	YFR004W	YEL037C	p	p	1	hydrolase activity
1282	YKL145W	YFR004W	YFR010W	p	p	1	hydrolase activity
1283	YKL145W	YFR004W	YGL048C	p	p	1	hydrolase activity
1284	YKL145W	YFR004W	YHR027C	p	p	1	hydrolase activity
1285	YKL145W	YFR004W	YIL075C	p	p	1	hydrolase activity
1286	YKL145W	YFR004W	YOR117W	p	p	1	hydrolase activity
1287	YKL145W	YFR004W	YOR259C	p	p	1	hydrolase activity
1288	YKL145W	YGL048C	YDL007W	p	p	2	ATPase activity; hydrolase activity
1289	YKL145W	YGL048C	YDR394W	p	p	2	ATPase activity; hydrolase activity
1290	YKL145W	YGL048C	YEL037C	p	p	1	hydrolase activity
1291	YKL145W	YGL048C	YFR004W	p	p	1	hydrolase activity
1292	YKL145W	YGL048C	YFR010W	p	p	1	hydrolase activity
1293	YKL145W	YGL048C	YHR027C	p	p	1	hydrolase activity
1294	YKL145W	YGL048C	YIL075C	p	p	1	hydrolase activity
1295	YKL145W	YGL048C	YOR117W	p	p	2	ATPase activity; hydrolase activity
1296	YKL145W	YGL048C	YOR259C	p	p	2	ATPase activity; hydrolase activity
1297	YKL145W	YGL150C	YEL037C	p	p	1	hydrolase activity
1298	YKL145W	YHL025W	YEL037C	p	p	1	hydrolase activity
1299	YKL166C	YJL164C	YAL038W	kd	kd	1	transferase activity
1300	YKL166C	YJL164C	YAL038W	kd	p	1	transferase activity
1301	YKL166C	YJL164C	YBR028C	kd	kd	2	kinase activity; transferase activity
1302	YKL166C	YJL164C	YDR490C	ku	kd	2	kinase activity; transferase activity
1303	YKL166C	YJL164C	YDR490C	ku	ku	2	kinase activity; transferase activity
1304	YKL166C	YJL164C	YDR490C	ku	p	2	kinase activity; transferase activity
1305	YKL166C	YJL164C	YDR490C	p	kd	2	kinase activity; transferase activity
1306	YKL166C	YJL164C	YDR490C	p	ku	2	kinase activity; transferase activity
1307	YKL166C	YJL164C	YDR490C	p	p	2	kinase activity; transferase activity
1308	YKL166C	YJL164C	YFL033C	kd	kd	2	kinase activity; transferase activity
1309	YKL166C	YJL164C	YFL033C	kd	ku	2	kinase activity; transferase activity
1310	YKL166C	YJL164C	YFL033C	kd	p	2	kinase activity; transferase activity
1311	YKL166C	YJL164C	YGL180W	kd	kd	2	kinase activity; transferase activity
1312	YKL166C	YJL164C	YJL141C	kd	kd	2	kinase activity; transferase activity
1313	YKL166C	YJL164C	YJL141C	kd	ku	2	kinase activity; transferase activity
1314	YKL166C	YJL164C	YJL141C	kd	p	2	kinase activity; transferase activity
1315	YKL166C	YJL164C	YLR133W	kd	kd	2	kinase activity; transferase activity
1316	YKL166C	YJL164C	YLR133W	kd	p	2	kinase activity; transferase activity
1317	YKL166C	YJL164C	YPL203W	kd	kd	2	kinase activity; transferase activity
1318	YKL166C	YJL164C	YPL203W	kd	ku	2	kinase activity; transferase activity
1319	YKL166C	YJL164C	YPL203W	kd	p	2	kinase activity; transferase activity
1320	YKL166C	YJL164C	YPL203W	ku	kd	2	kinase activity; transferase activity
1321	YKL166C	YJL164C	YPL203W	ku	ku	2	kinase activity; transferase activity
1322	YKL166C	YJL164C	YPL203W	ku	p	2	kinase activity; transferase activity
1323	YKL166C	YJL164C	YPL203W	p	kd	2	kinase activity; transferase activity
1324	YKL166C	YJL164C	YPL203W	p	ku	2	kinase activity; transferase activity
1325	YKL166C	YJL164C	YPL203W	p	p	2	kinase activity; transferase activity
1326	YKL172W	YHR088W	YGR103W	p	p	1	RNA binding
1327	YKL172W	YHR088W	YHR066W	p	p	1	RNA binding
1328	YKL172W	YHR088W	YOL077C	p	p	1	RNA binding
1329	YKL173W	YBL026W	YHR165C	p	p	1	RNA binding
1330	YKL173W	YBL026W	YJR022W	p	p	1	RNA binding
1331	YKL173W	YBL026W	YLR438C-A	p	p	1	RNA binding
1332	YKL173W	YER112W	YJR022W	p	p	1	RNA binding
1333	YKL173W	YER112W	YLR147C	p	p	1	RNA binding
1334	YKL173W	YER112W	YLR438C-A	p	p	1	RNA binding
1335	YKL173W	YJR022W	YHR165C	p	p	1	RNA binding
1336	YKL173W	YJR022W	YLR147C	p	p	1	RNA binding
1337	YKL173W	YJR022W	YLR438C-A	p	p	1	RNA binding
1338	YKL173W	YKL012W	YHR165C	p	p	1	RNA binding
1339	YKL196C	YHR135C	YDR264C	p	p	1	transferase activity
1340	YKL196C	YIL021W	YFL039C	p	p	1	transferase activity
1341	YKL203C	YDR477W	YNL183C	kd	kd	2	kinase activity; transferase activity
1342	YKL203C	YDR477W	YNL183C	kd	p	2	kinase activity; transferase activity
1343	YKL203C	YDR477W	YNL183C	ku	kd	2	kinase activity; transferase activity
1344	YKL203C	YDR477W	YNL183C	ku	p	2	kinase activity; transferase activity
1345	YKL203C	YDR477W	YNL183C	p	kd	2	kinase activity; transferase activity
1346	YKL203C	YDR477W	YNL183C	p	p	2	kinase activity; transferase activity
1347	YKL205W	YGR185C	YGR128C	p	p	1	RNA binding
1348	YKL213C	YER125W	YHL002W	p	p	1	ubiquitin-like protein binding
1349	YKL214C	YGL173C	YDR381W	p	p	1	RNA binding
1350	YKR020W	YDR468C	YDR484W	p	p	1	other
1351	YKR026C	YER025W	YDR211W	p	p	2	RNA binding; translation factor activity, RNA binding
1352	YKR026C	YER025W	YGR083C	p	p	2	RNA binding; translation factor activity, RNA binding
1353	YKR026C	YER025W	YJR007W	p	p	2	RNA binding; translation factor activity, RNA binding
1354	YKR026C	YER025W	YLR291C	p	p	2	RNA binding; translation factor activity, RNA binding
1355	YKR026C	YER025W	YOR260W	p	p	2	RNA binding; translation factor activity, RNA binding
1356	YKR026C	YER025W	YPL237W	p	p	2	RNA binding; translation factor activity, RNA binding
1357	YKR026C	YJR007W	YDR211W	p	p	2	RNA binding; translation factor activity, RNA binding
1358	YKR026C	YJR007W	YGR083C	p	p	2	RNA binding; translation factor activity, RNA binding
1359	YKR026C	YJR007W	YLR291C	p	p	2	RNA binding; translation factor activity, RNA binding
1360	YKR026C	YJR007W	YOR260W	p	p	2	RNA binding; translation factor activity, RNA binding
1361	YKR026C	YJR007W	YPL237W	p	p	2	RNA binding; translation factor activity, RNA binding
1362	YKR048C	YBR135W	YBR160W	ku	ku	1	histone binding
1363	YKR048C	YBR135W	YBR160W	ku	p	1	histone binding
1364	YKR048C	YBR135W	YPR119W	p	p	1	enzyme regulator activity
1365	YKR059W	YJL138C	YGL049C	p	p	2	RNA binding; translation factor activity, RNA binding
1366	YKR059W	YJL138C	YGR162W	p	p	2	RNA binding; translation factor activity, RNA binding
1367	YKR059W	YJL138C	YOL139C	p	p	2	RNA binding; translation factor activity, RNA binding
1368	YKR082W	YBL079W	YDL116W	p	p	1	structural molecule activity
1369	YKR082W	YBL079W	YGL092W	p	p	1	structural molecule activity
1370	YKR082W	YBL079W	YJL061W	p	p	1	structural molecule activity
1371	YKR082W	YBL079W	YKL068W	p	p	1	structural molecule activity
1372	YKR082W	YBL079W	YMR047C	p	p	1	structural molecule activity
1373	YKR082W	YDR192C	YDL116W	p	p	1	structural molecule activity
1374	YKR082W	YDR192C	YGL092W	p	p	1	structural molecule activity
1375	YKR082W	YDR192C	YGR119C	p	p	1	structural molecule activity
1376	YKR082W	YDR192C	YJR042W	p	p	1	structural molecule activity
1377	YKR082W	YDR192C	YKL057C	p	p	1	structural molecule activity
1378	YKR082W	YDR192C	YKL068W	p	p	1	structural molecule activity
1379	YKR082W	YDR192C	YMR047C	p	p	1	structural molecule activity
1380	YKR082W	YER105C	YDL116W	p	p	1	structural molecule activity
1381	YKR082W	YER105C	YGL092W	p	p	1	structural molecule activity
1382	YKR082W	YER105C	YGL100W	p	p	1	structural molecule activity
1383	YKR082W	YER105C	YJR042W	p	p	1	structural molecule activity
1384	YKR082W	YER105C	YKL057C	p	p	1	structural molecule activity
1385	YKR082W	YER105C	YLR208W	p	p	1	structural molecule activity
1386	YKR082W	YFR002W	YDL116W	p	p	1	structural molecule activity
1387	YKR082W	YFR002W	YGL172W	p	p	1	structural molecule activity
1388	YKR082W	YFR002W	YGR119C	p	p	1	structural molecule activity
1389	YKR082W	YFR002W	YJL041W	p	p	1	structural molecule activity
1390	YKR082W	YFR002W	YKL068W	p	p	1	structural molecule activity
1391	YKR082W	YFR002W	YML103C	p	p	1	structural molecule activity
1392	YKR082W	YFR002W	YMR047C	p	p	1	structural molecule activity
1393	YKR082W	YGR119C	YDL116W	p	p	1	structural molecule activity
1394	YKR082W	YGR119C	YDR192C	p	p	1	structural molecule activity
1395	YKR082W	YGR119C	YGL092W	p	p	1	structural molecule activity
1396	YKR082W	YGR119C	YGL172W	p	p	1	structural molecule activity
1397	YKR082W	YGR119C	YJL041W	p	p	1	structural molecule activity
1398	YKR082W	YGR119C	YJR042W	p	p	1	structural molecule activity
1399	YKR082W	YGR119C	YKL057C	p	p	1	structural molecule activity
1400	YKR082W	YGR119C	YKL068W	p	p	1	structural molecule activity
1401	YKR082W	YGR119C	YMR047C	p	p	1	structural molecule activity
1402	YKR082W	YJL041W	YDL116W	p	p	1	structural molecule activity
1403	YKR082W	YJL041W	YGL172W	p	p	1	structural molecule activity
1404	YKR082W	YJL041W	YGR119C	p	p	1	structural molecule activity
1405	YKR082W	YJL041W	YJL061W	p	p	1	structural molecule activity
1406	YKR082W	YJL041W	YMR047C	p	p	1	structural molecule activity
1407	YKR082W	YJL061W	YDL116W	p	p	1	structural molecule activity
1408	YKR082W	YJL061W	YJL041W	p	p	1	structural molecule activity
1409	YKR082W	YJL061W	YKL057C	p	p	1	structural molecule activity
1410	YKR082W	YJL061W	YKL068W	p	p	1	structural molecule activity
1411	YKR082W	YJL061W	YMR047C	p	p	1	structural molecule activity
1412	YKR083C	YGL061C	YDR016C	p	p	1	cytoskeletal protein binding
1413	YKR083C	YGL061C	YDR201W	p	p	1	cytoskeletal protein binding
1414	YKR083C	YGL061C	YDR320C-A	p	p	1	cytoskeletal protein binding
1415	YKR083C	YGL061C	YGR113W	p	p	1	cytoskeletal protein binding
1416	YKR083C	YGL061C	YKL052C	p	p	1	cytoskeletal protein binding
1417	YKR083C	YGL061C	YKL138C-A	p	p	1	cytoskeletal protein binding
1418	YKR083C	YGL061C	YKR037C	p	p	1	cytoskeletal protein binding
1419	YKR095W	YDR381W	YAL005C	p	p	1	RNA binding
1420	YKR095W	YDR381W	YDR432W	p	p	1	RNA binding
1421	YKR095W	YDR381W	YGL122C	p	p	1	RNA binding
1422	YKR095W	YDR381W	YPL169C	p	p	1	RNA binding
1423	YKR095W	YGL092W	YPL169C	p	p	1	RNA binding
1424	YKR095W	YGL122C	YDR381W	p	p	1	RNA binding
1425	YKR095W	YGL122C	YPL169C	p	p	2	RNA binding; mRNA binding
1426	YKR099W	YEL009C	YLR355C	td	td	1	DNA binding
1427	YLL004W	YBR009C	YNL068C	p	tu	1	DNA binding
1428	YLL004W	YBR060C	YDR052C	p	p	1	DNA binding
1429	YLL004W	YBR060C	YHR118C	p	p	1	DNA binding
1430	YLL004W	YBR060C	YIL131C	p	p	2	DNA binding; chromatin binding
1431	YLL004W	YBR060C	YJL194W	p	p	2	DNA binding; chromatin binding
1432	YLL004W	YBR060C	YML065W	p	p	2	DNA binding; chromatin binding
1433	YLL004W	YBR060C	YNL068C	p	p	2	DNA binding; chromatin binding
1434	YLL004W	YBR060C	YNL182C	p	p	1	chromatin binding
1435	YLL004W	YBR060C	YNL261W	p	p	1	DNA binding
1436	YLL004W	YBR060C	YPL001W	p	p	1	chromatin binding
1437	YLL004W	YBR060C	YPL138C	p	p	1	chromatin binding
1438	YLL004W	YBR060C	YPR162C	p	p	1	DNA binding
1439	YLL004W	YDR146C	YNL068C	p	tu	1	DNA binding
1440	YLL004W	YDR310C	YNL261W	p	p	1	DNA binding
1441	YLL004W	YJL194W	YBL023C	p	p	2	DNA binding; chromatin binding
1442	YLL004W	YJL194W	YBR060C	p	p	2	DNA binding; chromatin binding
1443	YLL004W	YJL194W	YML065W	p	p	2	DNA binding; chromatin binding
1444	YLL004W	YJL194W	YNL182C	p	p	1	chromatin binding
1445	YLL004W	YJL194W	YNL261W	p	p	1	DNA binding
1446	YLL004W	YJL194W	YPR162C	p	p	1	DNA binding
1447	YLL011W	YDL213C	YMR229C	p	p	1	RNA binding
1448	YLL024C	YAL005C	YKR095W	p	p	1	RNA binding
1449	YLL024C	YAL005C	YMR186W	p	p	3	ATPase activity; hydrolase activity; unfolded protein binding
1450	YLL024C	YAL005C	YOR027W	p	p	1	RNA binding
1451	YLL024C	YAL005C	YPL240C	p	p	3	ATPase activity; hydrolase activity; unfolded protein binding
1452	YLL050C	YCR009C	YOR181W	p	p	1	cytoskeletal protein binding
1453	YLL050C	YIL034C	YOR181W	p	p	1	cytoskeletal protein binding
1454	YLL050C	YJL020C	YOR181W	p	p	1	cytoskeletal protein binding
1455	YLR005W	YBR236C	YDL108W	ku	ku	1	transferase activity
1456	YLR005W	YER171W	YDL108W	ku	ku	1	transcription factor activity, protein binding
1457	YLR005W	YER171W	YDL108W	ku	p	1	transcription factor activity, protein binding
1458	YLR005W	YER171W	YDR311W	p	p	1	transcription factor activity, protein binding
1459	YLR005W	YER171W	YDR460W	p	p	1	transcription factor activity, protein binding
1460	YLR005W	YER171W	YPR025C	p	p	1	transcription factor activity, protein binding
1461	YLR005W	YER171W	YPR056W	p	p	1	transcription factor activity, protein binding
1462	YLR007W	YDL105W	YDR288W	p	p	1	transferase activity
1463	YLR007W	YDL105W	YOL034W	p	p	1	transferase activity
1464	YLR007W	YER038C	YOL034W	p	p	1	transferase activity
1465	YLR015W	YDL140C	YGL058W	p	p	1	transferase activity
1466	YLR015W	YDL140C	YHR119W	p	p	1	transferase activity
1467	YLR015W	YDR404C	YDL140C	p	p	1	transferase activity
1468	YLR015W	YDR448W	YDL140C	p	p	1	transferase activity
1469	YLR015W	YER125W	YDL140C	p	p	1	transferase activity
1470	YLR018C	YBL079W	YML031W	p	p	1	structural molecule activity
1471	YLR018C	YBL079W	YMR129W	p	p	1	structural molecule activity
1472	YLR018C	YFR002W	YML031W	p	p	1	structural molecule activity
1473	YLR018C	YFR002W	YMR129W	p	p	1	structural molecule activity
1474	YLR018C	YGL172W	YMR129W	p	p	1	structural molecule activity
1475	YLR018C	YGR119C	YMR129W	p	p	1	structural molecule activity
1476	YLR018C	YJL039C	YMR129W	p	p	1	structural molecule activity
1477	YLR018C	YJL061W	YMR129W	p	p	1	structural molecule activity
1478	YLR026C	YDR468C	YMR197C	p	p	1	other
1479	YLR026C	YDR468C	YOR327C	p	p	1	other
1480	YLR026C	YIL004C	YDR189W	p	p	1	other
1481	YLR026C	YIL004C	YIL109C	p	p	1	other
1482	YLR026C	YIL004C	YLR078C	p	p	1	other
1483	YLR026C	YIL004C	YLR268W	p	p	1	other
1484	YLR026C	YKR020W	YDR468C	p	p	1	other
1485	YLR032W	YAR007C	YCR066W	p	p	1	DNA binding
1486	YLR033W	YBL006C	YIL126W	p	p	2	ATPase activity; hydrolase activity
1487	YLR033W	YBL006C	YMR033W	p	p	2	ATPase activity; hydrolase activity
1488	YLR043C	YGR209C	YLR109W	p	p	1	oxidoreductase activity
1489	YLR043C	YGR209C	YPR167C	p	p	1	oxidoreductase activity
1490	YLR045C	YCL029C	YER016W	p	p	1	cytoskeletal protein binding
1491	YLR045C	YER016W	YCL029C	p	p	1	cytoskeletal protein binding
1492	YLR055C	YHR041C	YDR448W	p	p	1	transcription factor activity, protein binding
1493	YLR055C	YHR041C	YER148W	p	p	1	transcription factor activity, protein binding
1494	YLR056W	YGL055W	YHR007C	p	p	1	oxidoreductase activity
1495	YLR056W	YGR060W	YGL001C	p	p	1	oxidoreductase activity
1496	YLR056W	YGR060W	YHR007C	p	p	1	oxidoreductase activity
1497	YLR056W	YGR060W	YLR100W	p	p	1	oxidoreductase activity
1498	YLR071C	YDR308C	YBR193C	p	p	1	transcription factor binding
1499	YLR071C	YDR308C	YER022W	p	p	1	transcription factor binding
1500	YLR071C	YDR308C	YGL025C	p	p	1	transcription factor binding
1501	YLR071C	YDR308C	YNL236W	p	p	1	transcription factor binding
1502	YLR071C	YDR308C	YOL051W	p	p	1	transcription factor binding
1503	YLR078C	YDR189W	YIL004C	p	p	1	other
1504	YLR078C	YDR189W	YLR026C	p	p	1	other
1505	YLR078C	YDR189W	YLR268W	p	p	1	other
1506	YLR078C	YDR468C	YLR026C	p	p	1	other
1507	YLR078C	YIL004C	YDR189W	p	p	1	other
1508	YLR078C	YIL004C	YLR026C	p	p	1	other
1509	YLR078C	YIL004C	YLR268W	p	p	1	other
1510	YLR085C	YDR167W	YOL012C	p	p	1	chromatin binding
1511	YLR086W	YDR325W	YBL097W	p	p	1	chromatin binding
